Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Puntuacion_TMDB;Temporadas;Episodios;URL_Externa;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
Big Mouth;Big Mouth;TMDB;2022;Un abogado con un 10?% de tasa de victorias acaba envuelto en un caso de asesinato y se convierte, de la noche a la mañana, en el famoso y brillante estafador Big Mouse. Para poder sobrevivir y proteger a su familia, intenta demostrar cómo son realmente las personas privilegiadas que están implicadas en una enorme conspiración.;https://www.themoviedb.org/t/p/w1280/8a50yUe9q3dlpNPK7AHLFE8Fkc0.jpg;Comedia, Animación;8.3;1;16;https://www.themoviedb.org/tv/155226;https://image.tmdb.org/t/p/original/ztLZyHlC892o7lp5jIf4Y1hRnRO.jpg;T1:16;이종석 (Park Changho), 윤아 (Go Miho), 김주헌 (Choi Doha), 곽동연 (Jerry), 양경원 (Gong Jihoon), 옥자연 (Hyeon Joohee);https://image.tmdb.org/t/p/w185/eW73DbmKQrqb6xDC52oMbVehw6G.jpg, https://image.tmdb.org/t/p/w185/JzAuAv17bWkLxVtfi9YJvQJhZl.jpg, https://image.tmdb.org/t/p/w185/xkj3d7zNoHW2veJboV11WemxMbi.jpg, https://image.tmdb.org/t/p/w185/klgX8YheSFFXqEdjuCQY5rxTTGa.jpg, https://image.tmdb.org/t/p/w185/yWecuhTOp0b6zF2PdqmiUsrusTL.jpg, https://image.tmdb.org/t/p/w185/kEAetv6yd34vrDJxYHCJ6Dw7OTk.jpg;Creador: Jang Young-cheol, Jung Gyeong-sun | Director: 오충환;Señal, Engaños, Perry Mason, Collateral, True Detective;https://www.youtube.com/watch?v=q2bDXqjyxSk
Birth of a Beauty;Birth of a Beauty;TMDB;2014;"Sa Geum Ran es una mujer con sobre peso quien luego de descubrir las  verdaderas intenciones de su esposo y sufrir un accidente que la declara  como fallecida, decide cambiar por completo su apariencia a través de  varios procedimientos quirúrgicos, y volver como la hermosa Sara para  cobrar venganza.   Han Tae Hee es el heredero de una gran empresa quien sufre del  ""síndrome del corazón roto"" debido a un trauma psicológico de su niñez.  El ayudará a Sara en su venganza con la única intensión de conseguir a  la mujer que ama. Sin embargo, sus sentimientos irán cambiando mientras  ambos pasan más tiempo juntos, pero deberá descubrir si a quien en  realidad el ahora quiere es a la hermosa Sara o a la antigua Sa Geum Ra.";https://image.tmdb.org/t/p/original/t3CT6YyWMlCLyHjfwb1zn3MX3Tz.jpg;Comedia;7.4;1;21;https://www.themoviedb.org/tv/61606;https://image.tmdb.org/t/p/original/hlPzkjLnJ18dX2bgr6Wa5upE4qn.jpg;T1:21;주상욱 (Han Tae-hee), 한예슬 (Sara / Sa Geum-ran), 정겨운 (Lee Kang-joon), 왕지혜 (Gyo Chae-yeon), 한상진 (Han Min-hyeok), 하재숙 (Sa Geum-ran (Past));https://image.tmdb.org/t/p/w185/75yEUkCh7TG21JIzatSpPv2v98T.jpg, https://image.tmdb.org/t/p/w185/i8H8qjcnqHF1uhDaN0ysG3FKSF7.jpg, https://image.tmdb.org/t/p/w185/zgg2Xy4fGrBdRUefAN7eNVvcxON.jpg, https://image.tmdb.org/t/p/w185/zsKCq0K5b3mSR6OjZEGRvJeROom.jpg, https://image.tmdb.org/t/p/w185/kDqrOgTUtjehAC5WJSqLPNX10tK.jpg, https://image.tmdb.org/t/p/w185/vVHny8ru6XtkaZvIKSeoWzmrXeD.jpg;Director: Lee Chang-min;Abuelo y exconvicto, Harlem, The Last Original Gangster, Dummy, Clásicos modernos;https://www.youtube.com/watch?v=yYpu7F7xa4M
Black;Black;TMDB;2011;Las historias más retorcidas pueblan esta alucinante serie antológica que muestra los peores rasgos de la humanidad, sus mayores innovaciones y mucho más.;https://image.tmdb.org/t/p/original/6nDRo824oyBwg1prOZHc8UtonVB.jpg;Ciencia ficción, Drama, Misterio;8.287;7;33;https://www.themoviedb.org/tv/42009;https://image.tmdb.org/t/p/original/dg3OindVAGZBjlT3xYKqIAdukPL.jpg;T1:3|T2:4|T3:6|T4:6|T5:3|T6:5|T7:6;;;Creador: Charlie Brooker;The Twilight Zone, Más allá del límite, Philip K. Dick's Electric Dreams, Historias del más allá, The Terror;https://www.youtube.com/watch?v=1iqra1ojEvM
Blood;Blood;TMDB;2005;Saya es una estudiante que lleva una vida tranquila con su familia, con una excepción: ella no recuerda nada acerca de su vida anterior al último año. Un día, un inesperado evento transforma su pacífica vida en una aventura caótica. Un apuesto músico que viste de negro se aparece ante ella, su nombre es Haji. En el momento en que pone en sus manos una katana, la historia comienza un nuevo curso.;https://image.tmdb.org/t/p/original/7IVCA6xcEYT0OwsyyD5q5pvBnKK.jpg;Animación, Ciencia ficción, Acción;8.091;1;50;https://www.themoviedb.org/tv/19849;https://image.tmdb.org/t/p/original/dNCrlamfaS4V7k8NPNB8SfjgGvd.jpg;T1:50;Eri Kitamura (Saya Otonashi (voice)), Katsuyuki Konishi (Haji (voice)), Hiroyuki Yoshino (Kai Miyagusuku (voice)), Akiko Yajima (Riku Miyagusuku / Diva (voice)), Hochu Otsuka (George Miyagusuku (voice)), Jurota Kosugi (David (voice));https://image.tmdb.org/t/p/w185/AioVwYxfpr9zMEQPamI6j9JqXVn.jpg, https://image.tmdb.org/t/p/w185/nYM5cH6U7cp4x9dIzW0enmEKmeV.jpg, https://image.tmdb.org/t/p/w185/nZQbjjvAjPpjGYenY7kLDtW9e7N.jpg, https://image.tmdb.org/t/p/w185/7b9jO2IYcSpBQRcmhXnlOIgwmRI.jpg, https://image.tmdb.org/t/p/w185/3RHQcrsWnAFK6AifSis1lMq08cR.jpg, https://image.tmdb.org/t/p/w185/em3Zh1IzkTDSdaoGBVLx89u6GuI.jpg;;Bailando con vampiros, Noragami, Tokyo Ghoul, Apocalipsis en el instituto, Blue Exorcist;https://www.youtube.com/watch?v=W1GjYlRwL9k
Bon Appétit, Your Majesty;Bon Appétit, Your Majesty;TMDB;2025;Una chef de talento viaja en el tiempo y conoce a un rey tiránico. Con sus platos modernos, logra cautivar su paladar, pero le esperan desafíos muy reales.;https://image.tmdb.org/t/p/original/kqFofZ0hOQ7Y3VUQQ59lpHaCJpM.jpg;Drama, Ciencia ficción;8.639;1;12;https://www.themoviedb.org/tv/280945;https://image.tmdb.org/t/p/original/ttbmzTZHTzqDK4JniKonMrsQath.jpg;T1:12;윤아 (Yeon Ji-young), 이채민 (King Yi Heon), 강한나 (Kang Mok-ju), 최귀화 (Prince Jesan), Oh Eui-sik (Im Song-jae), 서이숙 (Queen Dowager Inju);https://image.tmdb.org/t/p/w185/JzAuAv17bWkLxVtfi9YJvQJhZl.jpg, https://image.tmdb.org/t/p/w185/1StfxIzOn8Fgvoiap7ppXLp2ymF.jpg, https://image.tmdb.org/t/p/w185/fXydO3AV3arjm3mMPhIxbf26l6a.jpg, https://image.tmdb.org/t/p/w185/aYiS6jQNNmOSfzcobDs12pLOOjj.jpg, https://image.tmdb.org/t/p/w185/rCQvBbAAkw6n3JW9Xni3T80mOl3.jpg, https://image.tmdb.org/t/p/w185/wVUF4VOOP2Dbvj4eYBq6cQPEKUu.jpg;Creador: Jang Tae-yoo | Director: Jang Tae-yoo;La Luna abraza el Sol, El regreso del juez, The Haunted Palace, El cuento de la dama Ok, Embrujadas;https://www.youtube.com/watch?v=rkB623sLOiM
Branding in Seongsu;Branding in Seongsu;TMDB;2024;Un implacable ejecutivo de marketing y una becaria de buen corazón siempre están en desacuerdo, pero todo da un giro salvaje cuando sus almas cambian después de un beso inesperado.;https://image.tmdb.org/t/p/original/hRC3Dutd9Pmmh1YUOlAsKiJyM2m.jpg;Drama;7.789;1;24;https://www.themoviedb.org/tv/230824;https://image.tmdb.org/t/p/original/eJiQJkUpfATadYx1Fplny2zfwB0.jpg;T1:24;Kim Ji-eun (Kang Na-eon), 로몬 (So Eun-ho), 양혜지 (Do Yu-mi), 김호영 (Cha Jung-woo), Jung Yi-rang (Lee Young-ae), Chae Soo-ah (Jenny);https://image.tmdb.org/t/p/w185/eKDb8JtrO4SPySd0OwzttW1uvVw.jpg, https://image.tmdb.org/t/p/w185/2MrtBPoE4hKrBMohQ1rxOYl2ABX.jpg, https://image.tmdb.org/t/p/w185/Apv9I2oG4eZNX6De9Y1gqy19f0U.jpg, https://image.tmdb.org/t/p/w185/uhB4KMSTR9Zs9TWoNOuGwyF9MQo.jpg, https://image.tmdb.org/t/p/w185/qcyUehbuwigCrp7JE4Agfkt7OK4.jpg, https://image.tmdb.org/t/p/w185/6JiMjp06C1bjMbCU1mypasENlzy.jpg;Creador: Choi Seon-mi | Director: 정헌수;Manipulado, 56 días, Dear X, The Newsreader, Historial delictivo;https://www.youtube.com/watch?v=K_E4ZzmYV5Y
Bring It On, Ghost;Bring It On, Ghost;TMDB;2016;Kim Hyun Ji estudió durante sus 19 años de vida sin parar, hasta que fue víctima de un accidente automovilístico .Ella ahora es un fantasma que vaga sin rumbo por 5 años, hasta que conoce a Park Bong Pal, un exorcista que ve fantasmas y los ayuda a pasar al otro lado.;https://image.tmdb.org/t/p/original/ssP1dDagt0k4CAoTfyd2AZJVyP2.jpg;Drama, Misterio, Ciencia ficción;7.896;1;16;https://www.themoviedb.org/tv/66393;https://image.tmdb.org/t/p/original/lZMUDrKpZvmlFWuQRhRwocv4VtC.jpg;T1:16;김소현 (Kim Hyun-ji), 옥택연 (Park Bong-pal), 권율 (Joo Hye-sung), 김상호 (Monk Myung-cheol), 이다윗 (Kim In-rang), 강기영 (Choi Cheon-sang);https://image.tmdb.org/t/p/w185/fmraV9d1NYEN3I3I6npE1rwOQ0.jpg, https://image.tmdb.org/t/p/w185/zVOzETmSY8weWgvyh5KCfSyDSA7.jpg, https://image.tmdb.org/t/p/w185/rE7kLmUVFxeRqUUMFW8gr5nGi07.jpg, https://image.tmdb.org/t/p/w185/jGo5mG7OEj9LAGh55UPEwL4cEQl.jpg, https://image.tmdb.org/t/p/w185/qWGDFlr47d2AJLtJsOEmfmaC21l.jpg, https://image.tmdb.org/t/p/w185/bZKB6fXWS7mBWoOBsXlLx0P36hJ.jpg;Creador: 박준화 | Director: 박준화, Myung Hyun-woo;Nancy Drew, La Jueza Del Infierno, Bruja Escarlata y Visión, Moonlight, El regreso del juez;
Buried Hearts;Buried Hearts;TMDB;2025;Seo Dong-ju, quien hackeó un fondo ilícito de naturaleza política valorado en dos billones de wones, lo arriesga todo por venganza.;https://image.tmdb.org/t/p/original/fFw298VFaDKJ28Zo8MtvaGaEfxL.jpg;Crimen, Misterio, Drama;8.204;1;16;https://www.themoviedb.org/tv/271309;https://image.tmdb.org/t/p/original/vJMoMgjavkgkaUBDGQVVv4OjTjf.jpg;T1:16;박형식 (Seo Dong-ju), 허준호 (Yeom Jang-sun), 홍화연 (Yeo Eun-nam), 공지호 (Myeong Tae-geum), Kwon Soo-hyun (Yeom Hee-cheol), 윤상현 (Heo Tae-yoon);https://image.tmdb.org/t/p/w185/8FHH9kQLRdByDOjdMn1oRUCEWZA.jpg, https://image.tmdb.org/t/p/w185/t6wAW0pdbycCERKMdl4VF2Sm6E3.jpg, https://image.tmdb.org/t/p/w185/yzKjU0t7pEK3N4NSJ98mT9M6NnA.jpg, https://image.tmdb.org/t/p/w185/k4GrLuTb0NeB2cZkdBftOekLQzO.jpg, https://image.tmdb.org/t/p/w185/wUsGY5Kf2O9prQbPSk0OqoTkKP1.jpg, https://image.tmdb.org/t/p/w185/imIEHfalj7qKKkHHR2ktmOsZtcn.jpg;Creador: 이명희 | Director: 진창규;Tracer, Big Mouse, El buen policía, La venganza: dinero y poder, The Capture;https://www.youtube.com/watch?v=SSqNRHruCKM
사내맞선;Propuesta laboral;TMDB;2022;Ha-ri se hace pasar por su amiga durante una cita a ciegas para ahuyentar al pretendiente. Pero el plan cambia cuando este resulta ser su CEO, que le hace una propuesta.;https://image.tmdb.org/t/p/original/3Z8nacEGgQMNGHNi0IQPHOycsXz.jpg;Comedia, Drama;8.444;1;12;https://www.themoviedb.org/tv/154825;https://image.tmdb.org/t/p/original/lq0YqJuffMuZhoKTiC5xDqvtCSn.jpg;T1:12;Ahn Hyo Seop (Kang Tae-moo), 김세정 (Shin Ha-ri), 김민규 (Cha Sung-hoon), 설인아 (Jin Young-seo), 이덕화 (Kang Da-goo), 김광규 (Shin Joong-hae);https://image.tmdb.org/t/p/w185/oLS5jvS5cZ7SaXNctA8VYXPp6ax.jpg, https://image.tmdb.org/t/p/w185/xGlsWq7iKB2DDNs04CaJEyQV3Vl.jpg, https://image.tmdb.org/t/p/w185/w4NojHsHdLGf7LLoT6jfyDcE8K6.jpg, https://image.tmdb.org/t/p/w185/nfHLot4nBfqWQKwcXykeol4Owjb.jpg, https://image.tmdb.org/t/p/w185/ysB2JatlYtEHffdujEn7BZuNRXU.jpg, https://image.tmdb.org/t/p/w185/5X3oJA1NaesYHeX3LfuC7t3j7VV.jpg;Creador: 한설희, 박선호, Hong Bo-hee;Mi adorable secretaria, King the Land, Crazy Love, Jefe Kim, La reina de las lágrimas;https://www.youtube.com/watch?v=M-PHcxPyasA
Catch The Ghost;Catch The Ghost;TMDB;2019;«¡Salen trenes todo el día! Nuestras estaciones de metro están más llenas que las propias calles». ¡Es el modo de transporte favorito del ciudadano de a pie! La policía del metro tiene una misión: atrapar al asesino en serie conocido como el Fantasma del metro. Un dúo poco tradicional se junta para resolver el caso del Fantasma del metro.;https://image.tmdb.org/t/p/original/vx7KdFWammzyE5D14ys23cSG2Zu.jpg;Comedia, Crimen, Misterio;7.6;1;16;https://www.themoviedb.org/tv/94615;https://image.tmdb.org/t/p/original/jaFm3oeh2UgvSBTXcEjWauOFHBg.jpg;T1:16;문근영 (Yoo Ryung), 김선호 (Ko Ji-Seok), 정유진 (Ha Ma-Ri), 조재윤 (Lee Man-Jin), 안승균 (Kang Soo-Ho), Han Ji-sang;https://image.tmdb.org/t/p/w185/wnQhToleEfM1MnyJIx94cUoscT4.jpg, https://image.tmdb.org/t/p/w185/qG8QeXHCn3iAJxeUCsPswM3Zw5l.jpg, https://image.tmdb.org/t/p/w185/iiY8UUU93EjutlfRrTZTPm566d6.jpg, https://image.tmdb.org/t/p/w185/eFAeusBo0tXQ1Ul596YKl5dV4Rv.jpg, https://image.tmdb.org/t/p/w185/pvejeYZvrKubKQlJ81mXEjx4Hkl.jpg, ;Creador: So Won, Lee Young-Joo | Director: Shin Yoon-sub;The Afterparty, Solo asesinatos en el edificio, Inspectora Ellis, Sorpresa, Murderville;https://www.youtube.com/watch?v=Cakck9Z3Z9k
셀러브리티;Celebrity;TMDB;2023;Fama, dinero, poder. Una joven lucha para convertirse en la nueva celebridad de moda en el glamoroso (y escandaloso) mundo de los influencers de Seúl.;https://image.tmdb.org/t/p/original/43VK4sSnpGqAldrTksK3xLFdcHt.jpg;Drama, Misterio;7.761;1;12;https://www.themoviedb.org/tv/131305;https://image.tmdb.org/t/p/original/ggOukDTllje9G36qKuXJtzMcRRT.jpg;T1:12;박규영 (Seo A-ri), 강민혁 (Han Jun-kyoung), 이청아 (Yoon Si-hyeon), 이동건 (Jin Tae-jeon), 전효성 (Oh Min-hye), Han Eu-ddeum (Angela);https://image.tmdb.org/t/p/w185/gnn2As1yZsive7Kxnx24NEN3GfC.jpg, https://image.tmdb.org/t/p/w185/fVSeudiTzbK13DYW2BcgdT0qJKJ.jpg, https://image.tmdb.org/t/p/w185/jCF77VweJYzkmilO0E7SFPFGbT7.jpg, https://image.tmdb.org/t/p/w185/55TYoEXAusUOSnZYh8Qy8MN6dPa.jpg, https://image.tmdb.org/t/p/w185/f9s0y70NyRLxhzfqA46hREqBfVX.jpg, https://image.tmdb.org/t/p/w185/xAb2qpwNAB6l2oQG9hwRV3irkvw.jpg;Creador: 김철규, 김이영;Revenge, Wonderful World Corea, Manipulado, Historial delictivo, Tell Me Lies;https://www.youtube.com/watch?v=OIboeCkVKJk
Cheat on Me if You Can;Cheat on Me if You Can;TMDB;2020;Kang Yeo-joo es una escritora de gran éxito de ventas. Se dedica exclusivamente a escribir historias de crímenes que tratan sobre casos de asesinatos crueles. Constantemente piensa en cómo asesinar a personas para sus novelas. Kang Yeo-joo está casada con Han Woo-sung, un abogado especializado en divorcios. Él escribió una nota para su esposa que decía: «Si te engaño, muero».;https://image.tmdb.org/t/p/original/v93k21FJJqCYb3qKfxt9Gvbv21M.jpg;Comedia, Misterio;6.9;1;16;https://www.themoviedb.org/tv/112706;https://image.tmdb.org/t/p/original/qfi5qzrJNo8TFf0TYhz5QetrOji.jpg;T1:16;Cho Yeo-jeong (Kang Yeo-joo), 고준 (Han Woo-sung), 김영대 (Cha Soo-ho), 연우 (Mi-rae), 송옥숙 (Yeom Jin-ok), 정상훈 (Son Jin-ho);https://image.tmdb.org/t/p/w185/5MgWM8pkUiYkj9MEaEpO0Ir1FD9.jpg, https://image.tmdb.org/t/p/w185/kJaB8tAT6PUn7qmetWiptPSkgfd.jpg, https://image.tmdb.org/t/p/w185/eF0ymiYRrCmoFncGf6mxRjhWelZ.jpg, https://image.tmdb.org/t/p/w185/aXroCR7GA9DKnTxppJComTHrRvC.jpg, https://image.tmdb.org/t/p/w185/yZUoMkzBxUjXsua8p6cFG8erR6F.jpg, https://image.tmdb.org/t/p/w185/grYaUj88IUp95AF4MhQgtv3FUxs.jpg;Director: Kim Hyung-suk, Kim Min-tae;Santa Clarita Diet, Tyler Perry's For Better or Worse, Sorpresa, Solo asesinatos en el edificio, The Afterparty;https://www.youtube.com/watch?v=5-Vg9PhCkBM
City Hunter;City Hunter;TMDB;1987;City Hunter es como conocen en el mundo al detective privado Ryo Saeba, el cuál es admirado y odiado, por ser el mejor pistolero del mundo. Este, acepta encargos de personas de muy diferentes rangos sociales. En ellos siempre se ve enfrentado contra gángster o contra otros pistoleros que desean matarlo para ganar popularidad. Entre tanto, transcurre la historia de amor entre Ryo y Kaori.  La empresa de detectives la lleva junto con la hermana del que fue su primer compañero, Makimura. Pues, cuando él fue asesinado, pidió a Ryo que cuidase de Kaori y ella, al enterarse de la muerte de su hermano, decidió hacerse socia de Ryo. Ella es la encargada de reunirse con los clientes y aceptar los diferentes pedidos.;https://image.tmdb.org/t/p/original/2X6YyoDyYdhoFDyfTUelpDTlTfJ.jpg;Acción, Animación, Comedia, Misterio;7.9;4;140;https://www.themoviedb.org/tv/36046;https://image.tmdb.org/t/p/original/nyyZ7co7wypIqSwkgoBBMe9jDK4.jpg;T1:51|T2:63|T3:13|T4:13;Akira Kamiya (Ryo Saeba (voice)), Kazue Ikura (Kaori Makimura (voice)), Mami Koyama (Miki (voice)), Tessyo Genda (Umibouzu (voice)), 麻上洋子 (Saeko Nogami (voice));https://image.tmdb.org/t/p/w185/tJRMwbWFObv03KhATALs0Xbbgq7.jpg, https://image.tmdb.org/t/p/w185/mHAMrSKn7l7NIzMYaA6m20aoFOp.jpg, https://image.tmdb.org/t/p/w185/4KjDxYsa7mMh8gbqSKCV2DixDAx.jpg, https://image.tmdb.org/t/p/w185/7eJeYv2OCHKAadeFVdabVkpWldo.jpg, https://image.tmdb.org/t/p/w185/w1DJFu6UUJSHuPZuGE2eZuFtZR9.jpg;;Detective Conan: Hanzawa el culpable, Ron Kamonohashi's Forbidden Deductions, Kill Blue, Patlabor, Marriagetoxin;
Clean With Passion For Now;Clean With Passion For Now;TMDB;2018;Jang Sun Kyul, es el propietario de una gran compañía de limpieza, y argumenta que es su vocación de por vida. Si bien parece increíblemente perfecto con su buena apariencia y riqueza, sufre de severa misofobia hasta el punto de que no solo se niega a tocar a otras personas, sino que tampoco puede soportar una sola mota de polvo en su entorno. Su vida se pone patas arriba con la aparición de Gil Oh Sol, alguien que ha renunciado a la limpieza frente a su dura realidad.;https://image.tmdb.org/t/p/original/jyHHFaV0B22L2xKNJ0j1F2RZuH7.jpg;Comedia, Drama;7.4;1;16;https://www.themoviedb.org/tv/78869;https://image.tmdb.org/t/p/original/qrWC0j3M3mGCTaD7YFTn37niUXc.jpg;T1:16;윤균상 (Jang Sun-Gyeol), 김유정 (Gil O-Sol), 송재림 (Choi Ha-In / Choi Daniel), Joo Jong-hyuk (Jong-hyuk), 유선 (Secretary Gwon), 안석환 (CEO Cha);https://image.tmdb.org/t/p/w185/ke9xvm1kfzo75DBFsgdokuko43v.jpg, https://image.tmdb.org/t/p/w185/eFcMTDIgzSGLHZYXcsf1M42cvFt.jpg, https://image.tmdb.org/t/p/w185/yoGDZ8Dd5zfpoVttMZri2jwKi5i.jpg, https://image.tmdb.org/t/p/w185/xOx3f9y4rLa84AMglgejC6spEQD.jpg, https://image.tmdb.org/t/p/w185/1gssOi0HNqUJWyZ8ocOZKi5uuNw.jpg, https://image.tmdb.org/t/p/w185/rDKP8P0Zpj6c1eiEWirZvmQT0Ni.jpg;Creador: Noh Jong-chan, 한희정 | Director: Noh Jong-chan;At a Distance, Spring is Green, Mi Querido Némesis, Hyde, Jekyll, Yo, La belleza de Gangnam, Miracle Workers;https://www.youtube.com/watch?v=TaINaFCFxFM
Come and Hug Me;Come and Hug Me;TMDB;2018;Cuando Do Jin (Jang Ki Yong) y Jae Yi (Jin Ki Joo) eran estudiantes de secundaria, eran el primer amor de cada uno. El padre de Do Jin, Hee Jae (Heo Joon Ho) era un psicópata que asesinó a los padres de Jae Yi.  Ahora, Do Jin trabaja como detective. Él trata a la familia de la víctima con cuidado. Esta es su manera de expiar el horrible acto de su padre. Mientras tanto, Jae Yi trabaja como actriz. Siguió los pasos de su difunta madre, que era una actriz famosa. Desde la muerte de sus padres, Jae Yi ha sufrido un trastorno por estrés postraumático. Do Jin y Jae Yi se encuentran nuevamente.;https://image.tmdb.org/t/p/original/63zg7dGRGdRgctJcl4jbtmIWcQ7.jpg;Drama, Misterio;7.016;1;32;https://www.themoviedb.org/tv/79238;https://image.tmdb.org/t/p/original/uQYUe1EnEV5ATRWHQ6F0UihDcuO.jpg;T1:32;장기용 (Chae Do-Jin), 진기주 (Han Jae-Yi), 허준호 (Yoon Hee-Jae), Kim Kyung-nam (Yoon Hyun-Moo), 서정연 (Chae Ok-Hee), 최리 (Chae So-Jin);https://image.tmdb.org/t/p/w185/Gc3gcQLMCkR3l0nQgQ3nUxVv1u.jpg, https://image.tmdb.org/t/p/w185/xwhR8nrFKxalOjmADxJPTouxE0g.jpg, https://image.tmdb.org/t/p/w185/t6wAW0pdbycCERKMdl4VF2Sm6E3.jpg, https://image.tmdb.org/t/p/w185/8aj45J8AoEnidX08NlgY9l4foE8.jpg, https://image.tmdb.org/t/p/w185/za1tTtSULKsZPN0u1oTs2Iival0.jpg, https://image.tmdb.org/t/p/w185/gn0TAWbvwI96pZa9ZEpulqvonic.jpg;Director: Choi Joon-bae;Más Allá Del Mal, La sonrisa se ha ido de tus ojos, La flor del mal, 56 días, Él y ella;
Crash Landing on You;Crash Landing on You;TMDB;2019;Tras un percance con el parapente, una rica heredera surcoreana aterriza en Corea del Norte y en la vida de un oficial del ejército, que la ayudará a esconderse.;https://image.tmdb.org/t/p/original/a6Z73Ou52jHSrelffGK04GyVhtd.jpg;Drama, Comedia;8.536;1;16;https://www.themoviedb.org/tv/94796;https://image.tmdb.org/t/p/original/3yEHM2HT2vrUtO93YzTJNgEfiZG.jpg;T1:16;현빈 (Ri Jeong-hyeok), Son Ye-jin (Yoon Se-ri), 서지혜 (Seo Dan), 김정현 (Goo Seung-joon), 양경원 (Pyo Chi-soo), 유수빈 (Kim Joo-meok);https://image.tmdb.org/t/p/w185/JQFzhO9j8HRiyr7leGPj6cqhvM.jpg, https://image.tmdb.org/t/p/w185/i6fASFvO3mUceZJvipn4RiLHA44.jpg, https://image.tmdb.org/t/p/w185/55PUL5Yo6hoD2WJO5ysOiYULopg.jpg, https://image.tmdb.org/t/p/w185/6SN5PBj1ycfY4o9HlLK4joS5f1F.jpg, https://image.tmdb.org/t/p/w185/yWecuhTOp0b6zF2PdqmiUsrusTL.jpg, https://image.tmdb.org/t/p/w185/vulO1ngz0s3jUBXQbW2ADuyK3Fa.jpg;Creador: 박지은, 이정효 | Director: 김희원;My Dearest, Doctor extraño, Mi príncipe en 100 días, Astuta y Soltera, Dong Yi;https://www.youtube.com/watch?v=K58Z1RORRaI
Cruel Romance;Cruel Romance;TMDB;2015;En 1930, Rong Jinxiu (Chen Qiao En) una chica de campo que viaja a  Shanghai con el fin de descubrir por qué toda su familia fue asesinada.  En el camino, conoce a Zuo Zhen (Huang Xiao Ming), y luego de una serie  de accidentes y malentendidos, se enamoran. Pero Zuo Zhen deberá  competir contra su amigo Xiang Ying Dong por el amor de Jin Xiu.;https://image.tmdb.org/t/p/original/tqXhbvlc7NpaTYSMaYwwj6r6yZe.jpg;Drama;7.0;1;40;https://www.themoviedb.org/tv/62548;https://image.tmdb.org/t/p/original/qEAGTZfQn46ozg218VCmOIZ4xJE.jpg;T1:40;Huang Xiaoming (Zuo Zhen), 陳喬恩 (Rong Jinxiu), Qiao Renliang (Xiang Yingdong), 謝君豪 (Xiang Hanchuan), 杨玏 (Shi Hao), Xie Wenxuan (Jin Ling);https://image.tmdb.org/t/p/w185/pnSbq1pNDb0uLkzGOJ8zy7piBvb.jpg, https://image.tmdb.org/t/p/w185/1ExQFQRhiivl35kLycW6k2UU1pU.jpg, https://image.tmdb.org/t/p/w185/cvn1ueJufyP64upLHIyIwcL7RNe.jpg, https://image.tmdb.org/t/p/w185/SYQGPfPjfsMKaMcTvB3WjuAT0Q.jpg, https://image.tmdb.org/t/p/w185/6yvhf8DffccXncVffVveNKTDScz.jpg, https://image.tmdb.org/t/p/w185/2uuG8Th8DKqnITw57tynHPQUv8Q.jpg;Director: Lin He Long;Amor entre lineas, Parish, Julia, Ambitions, Tell Me Lies;
