Original;Titulo;Anio;Sinopsis;Link_Imagen;Generos;Puntuacion_IMDb;Temporadas;Episodios;URL_TMDB;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
Spider-Man - Un Nuevo Universo [2018];Spider-Man: un nuevo universo;2018;En un universo paralelo donde Peter Parker ha muerto, un joven de secundaria llamado Miles Morales es el nuevo Spider-Man. Sin embargo, cuando el líder mafioso Wilson Fisk construye el 'Super Colisionador' trae a una versión alternativa de Peter Parker que tratará de enseñar a Miles como ser un mejor Spider-Man. Pero no será el único Spider Man en entrar a este universo:  cuatro versiones alternativas buscan regresar a su universo antes de que toda la realidad se colapse.;https://image.tmdb.org/t/p/w500/xRMZikjAHNFebD1FLRqgDZeGV4a.jpg;Animación, Acción, Aventura, Ciencia ficción;8.394;0;0;https://www.themoviedb.org/movie/324857;https://image.tmdb.org/t/p/original/8mnXR9rey5uQ08rZAvzojKWbDQS.jpg;;Shameik Moore (Miles Morales (voice)), Jake Johnson (Peter B. Parker (voice)), Hailee Steinfeld (Gwen Stacy (voice)), Mahershala Ali (Uncle Aaron (voice)), Brian Tyree Henry (Jefferson Davis (voice)), Lily Tomlin (Aunt May (voice));https://image.tmdb.org/t/p/w185/ovUKfVOwJ7CadEHaG3NDsfA5xRq.jpg, https://image.tmdb.org/t/p/w185/3UNfW2qZgRkW81neNVfQvaRC92K.jpg, https://image.tmdb.org/t/p/w185/4K2dzM3odGiVZOQOD6RjVxNq2ZQ.jpg, https://image.tmdb.org/t/p/w185/9ZmSejm5lnUVY5IJ1iNx2QEjnHb.jpg, https://image.tmdb.org/t/p/w185/2MsJh0bpyzwvOUnXOltHp3j85Pb.jpg, https://image.tmdb.org/t/p/w185/eoFMSqRykiaXMGCiz7Kxehfqy1W.jpg;Director: Bob Persichetti, Peter Ramsey;Liga de la Justicia, Batman vs. las Tortugas Ninja, Doctor Strange en el multiverso de la locura, Teen Titans Go! La película, La Liga de la Justicia: La paradoja del tiempo;https://www.youtube.com/watch?v=qLObEn9IK20
Spirit [2002][1080p][2.1 Gb];Spirit: El corcel indomable;2002;Sigue las aventuras de un corcel mustang salvaje e ingobernable que recorre la indómita frontera norteamericana. Cuando encuentra a un hombre por primera vez, un joven de la tribu de los Lakota llamado Little Creek, Spirit se niega a dejarse domar por él pero sí se hace amigo suyo. El valiente corcel también encuentra el amor con una hermosa yegua llamada Rain. Spirit se conviertirá en uno de los grandes héroes anónimos del Viejo Oeste.;https://image.tmdb.org/t/p/w500/gNRQdU3KEsYTIl4y9Xte3onUSsx.jpg;Animación, Aventura, Familia, Drama, Western;7.696;0;0;https://www.themoviedb.org/movie/9023;https://image.tmdb.org/t/p/original/b8hPBW0NJmiIVzvQjT3CwIpAdzl.jpg;;Matt Damon (Spirit (voice)), James Cromwell (The Colonel (voice)), Daniel Studi (Little Creek (voice)), Chopper Bernet (Sgt. Adams (voice)), Jeff LeBeau (Murphy / Railroad Foreman (voice)), John Rubano (Soldier (voice));https://image.tmdb.org/t/p/w185/aCvBXTAR9B1qRjIRzMBYhhbm1fR.jpg, https://image.tmdb.org/t/p/w185/vpNQQbM5PtxsYmVm4oh79SGFyUK.jpg, https://image.tmdb.org/t/p/w185/5Ycuiy54DqSZiUWb8CvlZBZcZO5.jpg, https://image.tmdb.org/t/p/w185/jNmwdVV7Q34iuzpGNElCIsdVeWO.jpg, https://image.tmdb.org/t/p/w185/cm2mHWblcKbblJ0NIPR7ZihmWa6.jpg, ;Director: Kelly Asbury, Lorna Cook;Zafarrancho en el rancho, El niño, el topo, el zorro y el caballo, Spirit: Indomable, Lo mejor de Winnie the Pooh, Bambi;https://www.youtube.com/watch?v=RPJ4EQ2Eh9I
Splinter Cell - Deathwatch;Splinter Cell: Deathwatch;2025 - 2025;En el sombrío mundo del espionaje, Sam Fisher es a la vez un rumor y una leyenda, y vuelve a la acción para ayudar a una nueva recluta a destapar una conspiración mundial.;https://image.tmdb.org/t/p/w500/38XJlQAYMcPjgqVhBO8VjkufSEx.jpg;Animación, Acción;6.589;1;8;https://www.themoviedb.org/tv/127366;https://image.tmdb.org/t/p/original/e5Q92kKUdRbKBHnNkqQB845bwCY.jpg;T1:8|T2:0;Liev Schreiber (Sam Fisher (voice)), Kirby Howell-Baptiste (Zinnia McKenna (voice)), Bella Dayne (Freya Niemeyer (voice)), Janet Varney (Anna Grimsdóttir (voice)), Kari Wahlgren (Diana Shetland (voice)), Aleks Le (Charlie Shetland (voice));https://image.tmdb.org/t/p/w185/26G7QjSb5ZazgWb9XB2X6SwcILQ.jpg, https://image.tmdb.org/t/p/w185/24FoT5DicvxoOzIonHQRU8pKZOm.jpg, https://image.tmdb.org/t/p/w185/8fWktaJ2TM5gckri7RNUFSugtnm.jpg, https://image.tmdb.org/t/p/w185/3oMQf9mtVXXXKF2FhUH7kCIOOIf.jpg, https://image.tmdb.org/t/p/w185/kc0BOnSdzCfq8w9qoNVEm5K12x1.jpg, https://image.tmdb.org/t/p/w185/oJNNFX0Kiew4i9OgVQFbTM71oe5.jpg;Creador: Derek Kolstad;Citadel, El agente nocturno, Palomas negras, The Copenhagen Test, El regreso de la espía;https://www.youtube.com/watch?v=4A9iFjaKeMk
Star vs las Fuerzas del Mal;Star contra las fuerzas del mal;2015 - 2019;Sigue la historia de Star, una apasionada y genial princesa adolescente de otra dimensión. Después de recibir una Varita Mágica Real todopoderosa para su cumpleaños número 14, sus padres de la realeza la envían a vivir con la familia Díaz y su responsable hijo Marco en la Tierra, y ella lleva su estilo interdimensional único a su nuevo hogar.;https://image.tmdb.org/t/p/w500/drnY78Uwi4nYw4jOEp067WRl4Lt.jpg;Acción, Animación, Comedia, Ciencia ficción, Familia;8.365;4;140;https://www.themoviedb.org/tv/61923;https://image.tmdb.org/t/p/original/2UElp7Dkm3SiB9ZEdKEWNmAOijB.jpg;T1:24|T2:41|T3:38|T4:37;Eden Sher (Star Butterfly (voice)), Adam McArthur (Marco Diaz (voice)), Alan Tudyk (Ludo / King River Butterfly (voice));https://image.tmdb.org/t/p/w185/880rB5Z89P7AhD6ThtOLOWgNM2H.jpg, https://image.tmdb.org/t/p/w185/dX9wqqiD3HPJdJZLa8h1hFRZDBf.jpg, https://image.tmdb.org/t/p/w185/jUuUbPuMGonFT5E2pcs4alfqaCN.jpg;Creador: Daron Nefcy;Slugterra, Earthworm Jim, Los padrinos mágicos, Sonic Boom, Anfibilandia;https://www.youtube.com/watch?v=fnEDKISvZZ0
Star Wars: The Clone Wars;Star Wars: The Clone Wars;2008;La escasa tropa Jedi lucha por mantener la libertad y devolver la paz a la Galaxia frente al aparentemente interminable ejército droide, clones diseñados genéticamente. A través de cientos de planetas, los Caballeros Jedi y los Separatistas combaten por el futuro de la Galaxia, pero el número de planetas que van cayendo en manos del Lado Oscuro cada vez es mayor a causa de los movimientos de los Separatistas. El terrible conflicto se agrava porque nuestros héroes se ven absorbidos por la confusión de guerra, mientras el Conde Dooku, el asesino Asajj Ventress, su maestro Darth Sidious, el General Grievous y una amplia galería de enemigos nunca antes visto también conspiran y se unen para derrotarlos. La historias de la serie 'Star Wars: The clone wars' transcurre entre el 'Episodio II: El ataque de los clones' y el 'Episodio III: La venganza de los Sith' de la saga Star Wars.;https://image.tmdb.org/t/p/original/jAbECCJ8n7Rr25p2Y7MXPGMdoSR.jpg;Action & Adventure, Sci-Fi & Fantasy, Animación;8.469;7;133;https://www.themoviedb.org/tv/4194;https://image.tmdb.org/t/p/original/m6eRgkR1KC6Mr6gKx6gKCzSn6vD.jpg;T1:22|T2:22|T3:22|T4:22|T5:20|T6:13|T7:12;Ashley Eckstein (Ahsoka Tano (voice)), Matt Lanter (Anakin Skywalker (voice)), James Arnold Taylor (Obi-Wan Kenobi (voice)), Dee Bradley Baker (Clone Troopers (voice)), Tom Kane (Yoda / Wullf Yularen / Narrator (voice));https://image.tmdb.org/t/p/w185/jdzSL5AJePycTs1KQpYzm6I55qC.jpg, https://image.tmdb.org/t/p/w185/2ms8DR9n4wh9ZU6lIuqsE58LPT9.jpg, https://image.tmdb.org/t/p/w185/sSthBDGT8HBd2hXRNPymA6D0ov8.jpg, https://image.tmdb.org/t/p/w185/9oFnToDZWp0I484s7Ua1EzNQQ2m.jpg, https://image.tmdb.org/t/p/w185/sq49aVP56G50Nr5kCL7Ove6Z9jE.jpg;Creador: George Lucas;Star Wars Rebels, Ahsoka, Star Wars: Clone Wars, Star Wars: La Resistencia, Lego Star Wars: Las crónicas de Yoda;https://www.youtube.com/watch?v=ZLW2jkd6E7g
Star Wars - Tales of the Jedi;Star Wars: Las crónicas jedi;2022 - 2022;Adéntrate en la historia de dos jedi muy distintos: Ahsoka Tano y el Conde Dooku. Ambos serán puestos a prueba y tendrán que tomar decisiones que marcarán su destino.;https://image.tmdb.org/t/p/w500/6fNxi42CTphmvTiXHSWh2ojtrBC.jpg;Animación, Ciencia ficción, Acción;7.948;1;6;https://www.themoviedb.org/tv/203085;https://image.tmdb.org/t/p/original/vp52Er9JebGn49GG37jFTwx15Lw.jpg;T1:6;Ashley Eckstein (Ahsoka Tano), Corey Burton (Count Dooku), Liam Neeson (Qui-Gon Jinn), Matt Lanter (Anakin Skywalker);https://image.tmdb.org/t/p/w185/jdzSL5AJePycTs1KQpYzm6I55qC.jpg, https://image.tmdb.org/t/p/w185/wcpFwdL7m01cZoBJiUSMQVakK2G.jpg, https://image.tmdb.org/t/p/w185/g0iIEyt9ILiKTG0g8K69US5VtLy.jpg, https://image.tmdb.org/t/p/w185/2ms8DR9n4wh9ZU6lIuqsE58LPT9.jpg;Creador: Dave Filoni;Star Wars: Crónicas del Imperio, Star Wars: Visions, Los ojos de Wakanda, Star Wars: The Clone Wars, ¿Qué pasaría si...?;https://www.youtube.com/watch?v=-uRRKqQbmw4
Star Wars - The Bad Batch;Star Wars: La remesa mala;2021 - 2024;Sigue a los Clones experimentales y de élite de Bad Batch mientras encuentran su camino en una galaxia que cambia rápidamente después de las Guerras Clon.;https://image.tmdb.org/t/p/w500/dmF2LqFb1Aj8jRktPdYapP7fWyx.jpg;Animación, Acción, Ciencia ficción;8.16;3;47;https://www.themoviedb.org/tv/105971;https://image.tmdb.org/t/p/original/sjxtIUCWR74yPPcZFfTsToepfWm.jpg;T1:16|T2:16|T3:15;Dee Bradley Baker (The Bad Batch (voice)), Michelle Ang (Omega (voice));https://image.tmdb.org/t/p/w185/9oFnToDZWp0I484s7Ua1EzNQQ2m.jpg, https://image.tmdb.org/t/p/w185/1RU0HHZQOXXO8ulThNxIyw0Ude1.jpg;Creador: Dave Filoni;El libro de Boba Fett, Guardianes de la Galaxia, Star Wars: The Clone Wars, Ben 10, Star Wars: Clone Wars;https://www.youtube.com/watch?v=BsOmYpP4UDU
Star Wars - Visions;Star Wars: Visions;2021 - 2025;Esta antología de cortos de animación rinde homenaje a los mitos de Star Wars vistos con los ojos de distintas culturas del mundo.;https://image.tmdb.org/t/p/w500/j1GUg79nDfEf5O4gbmzKxSeWl7Z.jpg;Animación, Ciencia ficción, Acción;7.09;3;27;https://www.themoviedb.org/tv/114478;https://image.tmdb.org/t/p/original/m2QTmJhe36uKrkQjC1MsNV7Dcqp.jpg;T1:9|T2:9|T3:9;;;;Ahsoka, Los ojos de Wakanda, Cuentos asombrosos, The Mandalorian, Final Space;https://www.youtube.com/watch?v=jtAsl-0o3O0
Starship Troopers - Traitor of Mars [2017][1080p][4.04 Gb];Starship Troopers: Traidor de Marte;2017;Rico ha sido degradado y enviado a una estación satélite de Marte, donde se ocupará de entrenar a un grupo de reclutas. Por supuesto no tardarán en aparecer los conocidos bichos. Secuela de Starship Troopers: Invasion;https://image.tmdb.org/t/p/w500/u271ZQqLfSrfS0ON0xJqfdfdZoQ.jpg;Animación, Acción, Ciencia ficción;5.909;0;0;https://www.themoviedb.org/movie/460790;https://image.tmdb.org/t/p/original/iIl26f9PTOwjFthNwiODoaMekAM.jpg;;Casper Van Dien (Johnny Rico (voice)), Dina Meyer (Dizzy Flores (voice)), DeRay Davis (One-Oh-One (voice)), Justin Doran (Carl Jenkins (voice)), Luci Christian (Carmen Ibanez (voice)), Emily Neves (Sky Marshal Amy Snapp (voice));https://image.tmdb.org/t/p/w185/jxRmw8gJYsJ7IG5n9B0PFzy2nHO.jpg, https://image.tmdb.org/t/p/w185/1AQEXem8soBEKjjDhE0mOyXtjCG.jpg, https://image.tmdb.org/t/p/w185/c1kNORRWnzOoBRTM0XLIMe2raGo.jpg, https://image.tmdb.org/t/p/w185/8B4nPmWCm0XqiwWCIth2QBnpRqx.jpg, https://image.tmdb.org/t/p/w185/6rc0Z4ea1bHimySSXpeqFykq0yH.jpg, https://image.tmdb.org/t/p/w185/5cgt8tnzpTZwVFtTDq6Ujz9FCip.jpg;Director: Shinji Aramaki, 松本勝;Starship Troopers: Invasión, Ultramarines, Heavy Metal 2000, Deathstroke: Caballeros y dragones, Dead Space: Aftermath;https://www.youtube.com/watch?v=pENM9p4Z-xY
Steven Universe;Steven Universe;2013;Sigue la historia de Steven, el miembro más joven de un equipo de guardianes mágicos del Universo.;https://image.tmdb.org/t/p/original/8zRstOgaipruJPlsHK2diMx4lPy.jpg;Animación, Action & Adventure, Comedia, Sci-Fi & Fantasy, Familia;8.399;5;154;https://www.themoviedb.org/tv/61175;https://image.tmdb.org/t/p/original/e5YSF0Inv9eL77jv2WQtNOOB3Bg.jpg;T1:49|T2:29|T3:24|T4:24|T5:28;Zach Callison (Steven Universe (voice)), Estelle (Garnet (voice)), Michaela Dietz (Amethyst (voice)), Deedee Magno Hall (Pearl (voice));https://image.tmdb.org/t/p/w185/nyUKVTJeIfcwIcZkdqmHjZOpLfE.jpg, https://image.tmdb.org/t/p/w185/l4V8IZg3pZKTG6x4gAy9FilFOXH.jpg, https://image.tmdb.org/t/p/w185/yma1aG1ehl71K19f7zt4igMpByd.jpg, https://image.tmdb.org/t/p/w185/7YE7BszWB45woWAzrBomXu4TgCE.jpg;Creador: Rebecca Sugar;Las Increíbles Aventuras de Spiderman, Tu amigo y vecino Spider-Man, Big Hero 6: La serie, She-Ra y las princesas del poder, PJ Masks;https://www.youtube.com/watch?v=FUAaThUypEM
Steven Universe Future;Steven Universe Future;2019 - 2020;"""Steven Universe: Future"" servirá como epílogo para la saga.";https://image.tmdb.org/t/p/w500/fDdIlvGhBNnljro1ON6T9Q3hRpq.jpg;Animación, Acción, Comedia, Ciencia ficción, Familia;8.161;1;20;https://www.themoviedb.org/tv/94280;https://image.tmdb.org/t/p/original/2yCZ1xzTNhX9d0rAGre58eBJEO5.jpg;T1:20;Zach Callison (Steven Universe (voice)), Estelle (Garnet (voice)), Deedee Magno Hall (Pearl (voice)), Michaela Dietz (Amethyst (voice));https://image.tmdb.org/t/p/w185/nyUKVTJeIfcwIcZkdqmHjZOpLfE.jpg, https://image.tmdb.org/t/p/w185/l4V8IZg3pZKTG6x4gAy9FilFOXH.jpg, https://image.tmdb.org/t/p/w185/7YE7BszWB45woWAzrBomXu4TgCE.jpg, https://image.tmdb.org/t/p/w185/yma1aG1ehl71K19f7zt4igMpByd.jpg;Creador: Rebecca Sugar | Director: Rebecca Sugar;Ben 10: Ultimate Alien, Ben 10: Omniverse, Lilo y Stitch, Ben 10: Alien Force, Kid Vs. Kat;https://www.youtube.com/watch?v=ceN2b3isjFI
Stitch! The Movie [2003][1080p][2.5 Gb];La película de Stitch;2003;Continuación de las divertidas aventuras del entrañable y travieso extraterrestre que cayó en la Tierra, transformando la vida de Lilo y toda su familia. Stitch, Peakley y Jumba ya forman parte de la familia, pero lo que Lilo y Stitch no saben es que Jumba se trajo de contrabando a la Tierra sus primeros 625... y ahora el malvado Capitán Gantu quiere que regresen. Dependerá de Lilo y Stitch evitarlo y salvar a su familia de alienígenas.;https://image.tmdb.org/t/p/w500/6MM0i4SrOPQblYSRS8jrOgZ4mlw.jpg;Comedia, Familia, Animación, Ciencia ficción;6.4;0;0;https://www.themoviedb.org/movie/15567;https://image.tmdb.org/t/p/original/w1SgXiBjpnDICJ4fYw12AY3B5yS.jpg;;Daveigh Chase (Lilo (voice)), Chris Sanders (Stitch (voice)), Tia Carrere (Nani (voice)), David Ogden Stiers (Dr. Jumba Jookiba (voice)), Kevin McDonald (Pleakley (voice)), Liliana Mumy (Myrtle Edmonds (voice));https://image.tmdb.org/t/p/w185/3PVQPEc6nXNX2eoW2UbsfVikc7H.jpg, https://image.tmdb.org/t/p/w185/8mKI9aPT5btPz0n0O3knHjKMDCe.jpg, https://image.tmdb.org/t/p/w185/keNGO3NAGVhiFzHhGPjGw4TzqJ5.jpg, https://image.tmdb.org/t/p/w185/cgCTQt3RZVkhkusG77l4HwHEH6A.jpg, https://image.tmdb.org/t/p/w185/ymwrW99x9gyN0zeRkqavt3lZMa9.jpg, https://image.tmdb.org/t/p/w185/rjwfUdZYb1P7y2DR8pekZ5tusHZ.jpg;Director: Bobs Gannaway, Tony Craig;Lilo & Stitch 2: El efecto del defecto, Leroy y Stitch, Lilo y Stitch, Lilo & Stitch, Phineas y Ferb, la película: Candace contra el universo;https://www.youtube.com/watch?v=7two3x1D39s
Storks [2016][1080p][1.26 Gb];Cigüeñas;2016;"En Montaña Cigüeña, viven las cigüeñas que hace tiempo enviaban bebés a los padres de todo el mundo. Ahora distribuyen los paquetes de una compañía mundial de Internet. Junior, la mejor cigüeña repartidora de la compañía, está a punto de conseguir un ascenso, pero accidentalemete activa la Máquina de Producción de Bebés y el resultado es una adorable niña ilegal. Para evitar que su jefe se entere, Junior y su amiga Tulip, el único ser humano de Montaña Cigüeña, se apresuran a entregar el bebé en un viaje salvaje que podría afectar a la integridad de más de una familia y restablecer la verdadera misión de las cigüeñas en el mundo. Debut en el largometraje de Doug Sweetland, responsable del corto de Pixar ""Presto"" (2008).";https://image.tmdb.org/t/p/w500/eEyLLrcUAvmAn6OoZwEvzCUG6Z6.jpg;Aventura, Animación, Comedia, Familia;6.671;0;0;https://www.themoviedb.org/movie/332210;https://image.tmdb.org/t/p/original/3dhuShnYmB0UOQrn8v8gT9DBf0T.jpg;;Andy Samberg (Junior (voice)), Katie Crown (Tulip (voice)), Kelsey Grammer (Hunter (voice)), Jennifer Aniston (Sarah Gardner (voice)), Ty Burrell (Henry Gardner (voice)), Anton Starkman (Nate Gardner (voice));https://image.tmdb.org/t/p/w185/jMXU5oG3i93SH1yhkpbBGskFiJl.jpg, https://image.tmdb.org/t/p/w185/mpkqHBsRDs4EAbmWCD0xswicruI.jpg, https://image.tmdb.org/t/p/w185/5zik4VJim6YTSWDjC7tkp13wxUp.jpg, https://image.tmdb.org/t/p/w185/qPXG41rYdUGldZhMhuZFvmpZKRp.jpg, https://image.tmdb.org/t/p/w185/4dwlnG1dcEPAf2cjNsYbYJn5E8Y.jpg, https://image.tmdb.org/t/p/w185/xE02bcv2kB6aOZusT1JXSeilDWS.jpg;Director: Doug Sweetland, Nicholas Stoller;Zambezia, Migración. Un viaje patas arriba, Los Pitufos: La aldea escondida, Cars Toon: Los cuentos de Mate, Una familia feliz 2;https://www.youtube.com/watch?v=_2DO65R2Kds
Strange Magic [2015][720p][940 Mb];Marianne y la pócima del amor (Strange Magic);2015;"Musical inspirado en El Sueño de una Noche de Verano, de William Shakespeare, donde ""canciones populares de los últimos 60 años relatan la historia de un nutrido reparto de goblins, elfos y hadas, y sus encontronazos para hacerse con una poderosa poción"". (FILMAFFINITY)";https://image.tmdb.org/t/p/w500/7LhOt6vzoCFYBXKUjlAe3iV28tP.jpg;Música, Animación, Familia, Fantasía;7.224;0;0;https://www.themoviedb.org/movie/302429;https://image.tmdb.org/t/p/original/aUbyQhWcPS7S0Su2d9Tgk3NxdPk.jpg;;Alan Cumming (Bog King (voice)), Evan Rachel Wood (Marianne (voice)), Sam Palladio (Roland (voice)), Elijah Kelley (Sunny (voice)), Meredith Anne Bull (Dawn (voice)), Kristin Chenoweth (Sugar Plum Fairy (voice));https://image.tmdb.org/t/p/w185/hCXFTHxKfLA3nDHLI51YyzzsyIE.jpg, https://image.tmdb.org/t/p/w185/ksXTb2bvqt60bCGRwBlWrNbZHnr.jpg, https://image.tmdb.org/t/p/w185/cSnCEAbpEeLMnlpugqLuxZFMKri.jpg, https://image.tmdb.org/t/p/w185/nFNWzhCM7QiFEnx95dAlYFgIMlV.jpg, https://image.tmdb.org/t/p/w185/s5JrOJxkHX6UOfTC5RiZPjiFiZy.jpg, https://image.tmdb.org/t/p/w185/q3ENDu5n23FARhyij4FVRaTkSg4.jpg;Director: Gary Rydstrom;Frozen 2, El regreso de Dorothy al mundo de Oz, La Cenicienta III: Qué pasaría si…, Los Cretinos, Fantasía;https://www.youtube.com/watch?v=YSrJiaZnPuU
Super Mario Bros [2023][1080p][4.48 Gb];Super Mario Bros: La película;2023;Mientras trabajan en una avería subterránea, los fontaneros de Brooklyn, Mario y su hermano Luigi, viajan por una misteriosa tubería hasta un nuevo mundo mágico. Pero, cuando los hermanos se separan, Mario deberá emprender una épica misión para encontrar a Luigi. Con la ayuda del champiñón local Toad y unas cuantas nociones de combate de la guerrera líder del Reino Champiñón, la princesa Peach, Mario descubre todo el poder que alberga en su interior.;https://image.tmdb.org/t/p/w500/4CDkQMpNDTtVKwS0BBZw5RIXDtY.jpg;Familia, Comedia, Aventura, Fantasía, Animación;7.604;0;0;https://www.themoviedb.org/movie/502356;https://image.tmdb.org/t/p/original/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg;;Chris Pratt (Mario (voice)), Anya Taylor-Joy (Princess Peach (voice)), Charlie Day (Luigi (voice)), Jack Black (Bowser (voice)), Keegan-Michael Key (Toad (voice)), Seth Rogen (Donkey Kong (voice));https://image.tmdb.org/t/p/w185/872Hzdq95gsbMRabsColTW3TLrD.jpg, https://image.tmdb.org/t/p/w185/jxAbDJWvz4p1hoFpJYG5vY2dQmq.jpg, https://image.tmdb.org/t/p/w185/c0HNhjChGybnHa4eoLyqO4dDu1j.jpg, https://image.tmdb.org/t/p/w185/59IhgCtiWI5yTfzPhsjzg7GjCjm.jpg, https://image.tmdb.org/t/p/w185/vAR5gVXRG2Cl6WskXT99wgkAoH8.jpg, https://image.tmdb.org/t/p/w185/nYl9bvQzaPQLzlf0wf75clLN6Hi.jpg;Director: Michael Jelenic, Aaron Horvath;Los Croods: Una nueva era, Ice Age 3: El origen de los dinosaurios, Los Cretinos, Shrek IV. Felices para siempre, Los Boxtrolls;https://www.youtube.com/watch?v=8OtTfN6k7_Y
Tadeo Jones 2. El secreto del Rey Midas [2017][1080p][2.8 Gb];Tadeo Jones 2: El secreto del rey Midas;2017;Segunda entrega de las aventuras de este albañil con un espíritu aventurero y soñador que acaba como arqueólogo por casualidad. En esta ocasión, Tadeo Jones viajará hasta Las Vegas. Allí acude a la presentación del último descubrimiento de la arqueóloga Sara Lavroff. Se trata de un papiro que demuestra que el Collar de Midas, el Rey que convertía todo lo que tocaba en oro, existe de verdad. Pero las cosas se complicarán cuando un malvado ricachón secuestre a Sara para así hacerse con la reliquia y conseguir riquezas infinitas. Será entonces cuando Tadeo emprenderá un viaje por medio mundo para evitarlo. Junto a sus fieles amigos el loro Belzoni y su perro Jeff, Tadeo tendrá que echar mano de su ingenio para rescatar a Sara, en un arriesgado viaje, donde encontrará nuevos amigos… y nuevos villanos. ¿Conseguirá salvar a Sara y evitar que el villano se haga con el poder?;https://image.tmdb.org/t/p/w500/zsaGcfQcGuRmSHfvQEbjj4gR9jP.jpg;Animación, Aventura, Comedia, Familia;6.7;0;0;https://www.themoviedb.org/movie/452773;https://image.tmdb.org/t/p/original/4Pv4JRqT7LT1F290JbbjQsaB6LD.jpg;;Óscar Barberán (Tad Jones (voz)), Michelle Jenner (Sara Lavrof (voz)), Adriana Ugarte (Tiffany (voz)), Luis Posada (Momia (voz)), Miguel Ángel Jenner (Jack Rackham (voice)), José Corbacho (Taxista (voz));https://image.tmdb.org/t/p/w185/3Knf7YGrqS8sfXNPo7k15TIJe92.jpg, https://image.tmdb.org/t/p/w185/g3JyHqwBcV7g1ds3dHtWkDXyXqb.jpg, https://image.tmdb.org/t/p/w185/bn7tsAI8Ot0wb85v5pLp7QJ7SRB.jpg, https://image.tmdb.org/t/p/w185/tTqHaQkpTbUDg4hPBHRoR4cJiFN.jpg, https://image.tmdb.org/t/p/w185/8wggOdgxvFHFojdz6WcrSddXSEC.jpg, https://image.tmdb.org/t/p/w185/egQOd80IDmyYifNOMdAp2sW4Ap9.jpg;Director: Enrique Gato, David Alonso;Las aventuras de Tadeo Jones, Los Minions y sus amigos: Volumen 1, Un rescate de huevitos, Rescate congelado: Una película de huevos, Tadeo Jones 3: La Tabla Esmeralda;https://www.youtube.com/watch?v=vJIJXabDqU0
Tadeo Jones 3 La tabla esmeralda;Tadeo Jones 3: La Tabla Esmeralda;2022;A Tadeo le encantaría que sus colegas arqueólogos le aceptasen como a uno más, pero siempre acaba liándola: destroza un sarcófago y desata un conjuro que pone en peligro la vida de sus amigos, Momia, Jeff y Belzoni. Con todos en contra y solo ayudado por Sara, Tadeo emprenderá una huida llena de aventuras, que le llevará de México a Chicago y de París a Egipto, para encontrar la manera de acabar con la maldición de la momia.;https://image.tmdb.org/t/p/w500/sK5e1HbxVbvzUuobpVWtaItRSSJ.jpg;Animación, Aventura, Familia, Comedia, Fantasía;7.471;0;0;https://www.themoviedb.org/movie/676701;https://image.tmdb.org/t/p/original/tUBN1paMQ1tmVA5Sjy1ZjPWVsiF.jpg;;Óscar Barberán (Tadeo Jones (voice)), Luis Posada (Momia (voice)), Michelle Jenner (Sara Lavrof (voice)), Anuska Alborg (Ramona (voz)), Alexandra Jiménez (Victoria (voz)), Tito Valverde (Pickle (voice));https://image.tmdb.org/t/p/w185/3Knf7YGrqS8sfXNPo7k15TIJe92.jpg, https://image.tmdb.org/t/p/w185/tTqHaQkpTbUDg4hPBHRoR4cJiFN.jpg, https://image.tmdb.org/t/p/w185/g3JyHqwBcV7g1ds3dHtWkDXyXqb.jpg, , https://image.tmdb.org/t/p/w185/wkVjpWajYRV1Bj7OyJmmFcb5ixF.jpg, ;Director: Enrique Gato;Hopper, el polloliebre, Los hermanos Willoughby, La rebelión de los cuentos, Los Minions y sus amigos: Volumen 1, El rey mono;https://www.youtube.com/watch?v=W1XUBKGSLIg
